Unnamed: 0,rating,title,text,topic
180,5.0,"Like this product, ilikeitalot!!","First time ive used an eyebrow pen, pencil. I like the product. Easy to use!",Complete Brow Kit
181,5.0,Worth it!,"I love it, good quality. Definitely buying it again.",Value for Money
182,3.0,Doesn’t last.,Dried up very quickly after only a few uses.,Product Drying Out
183,5.0,So cute!,It looks so natural I love how this product came! Definitely buying it again! ❤,Complete Brow Kit
184,5.0,GET IT NOW,"I absolutely LOVE this product. Since it’s summer with it being hot and being in the water, my other brow product I was using smudged so much. This product doesn’t smudge at all! Even after washing my face the product still stayed on (which I loved because I hate my brows). When you first put it on it seemed wet just because of the product but it dried fast and looked super natural. I’m so happy with this product!",Complete Brow Kit
185,5.0,Amazing,First time trying this product and I love it. It’s amazing.,Beginner Friendly Use
186,5.0,Perfect!,Amazing! Its great and just what I was looking for!!,Value for Money
187,1.0,Disappointed,It was completely dried up. I never got to use it. I sure was disappointed.,Product Drying Out
188,5.0,Perfect brows!,Fast delivery and great product. My eyebrows look absolutely perfect!,Complete Brow Kit
189,5.0,Worked well and didn’t smudge!,"I bought this as a less expensive alternative to a product I learned about from a blogger I follow. I was immediately impressed with how easily it worked. I am not an expert when it comes to applying makeup, but this added just the right textured look I was hoping for and went on easily the first time I tried it. It didn’t smudge and lasted the whole day! I definitely recommend it!",Complete Brow Kit
190,5.0,GREAT PRODUCT,"GLIDES ON GREAT, STAYS ON ALL DAY AND WILL BUY AGAIN.",Long Lasting Wear
191,5.0,Easy to use and it dries really fast.,I like that it dries super fast and it's easy to use not only that but it's not messy.  You might see a little product if you do the smudge test with some hard staring though 4.5 ⭐for the smudge.,Product Dryness Issues
192,5.0,Quaility brow pencil,I love this!,Complete Brow Kit
193,5.0,The product works and is easy to use,I used this product  to blend in my brows for a fuller look,Complete Brow Kit
194,5.0,"Buy it, it’s worth it.","Great product, color was spot on. Used it for the first time after I had my eyebrows waxed and it made them look soo good. I highly recommend. 5 stars.",Complete Brow Kit
195,5.0,Great product.,"Product is easy to use and really stays on, even thru workouts and the rain.",Product Drying Out
196,5.0,Tattoo eyebrow pen works well.,I love it. I use it for my eyebrows and it stays on well. I will b ordering more soon.,Complete Brow Kit
197,5.0,Good product,"A little hard to use at first, but then I got the hang of it.",Beginner Friendly Use
198,5.0,great product,"Its very easy to apply, I love the stencils so you can gage your blading, shading and shaping. I will continue buying this product!",Complete Brow Kit
199,5.0,"Awesome product, fast shipping",I love the ease of use and the color!,Beginner Friendly Use
200,5.0,My favorite,Love it so easy to use,Beginner Friendly Use
201,5.0,It looks great!,I liked the product because was easy to use. It looks natural and stays on very well. I will purchase it again and will recommend it to others.,Complete Brow Kit
202,1.0,Hardly  able to see,"I did not like this product at all.  It barely makes any marks on my eyebrow.  I ordered dark brown and when I use it I can barely see anything.  So unfortunately, I do not use it.",Complete Brow Kit
203,5.0,Will buy again,"I have seen this product in a social media and was curious about how it might be used and it turned out it is easy to use and the result is better than what I had before. I will buy black color next time though, my hair is black . Lol.",Complete Brow Kit
204,5.0,Great product,Was very easy to put on lines came out great.,Complete Brow Kit
205,5.0,The best product out there,This was the best purchase I have made. I bought it for my daughter’s birthday and she loves how manageable it was to control. It lasts long and doesn’t smear.,Complete Brow Kit
206,5.0,Smear no more.,I love this product. It covered the gray in my brows perfectly. The fork shape fills in the bare spots seamlessly.  The color is perfect.  It  did not smear.  I would buy it again.,Complete Brow Kit
207,5.0,Precise!,Color very good- pen is precise and gives good film of brows.  Easy to use and smudge proof .  Have been using one month and it has not run out yet.  Would recommend!,Complete Brow Kit
208,5.0,It lasts and doesn't smudge.,"I wish you would offer a taupe shade. My formerly auburn hair is now silver and the dark brown is a bit too dark, the gray too black.",Long Lasting Wear
209,1.0,Application,Doesn't work well.,Application Difficulties
210,5.0,good,liked,Value for Money
211,5.0,Smooth application,Works just like what I bought for $30 at Ulta. I'm brunette and the chestnut is a perfect match.,Complete Brow Kit
212,4.0,Be careful not to go to dark if you have light hair,Very easy to apply,Complete Brow Kit
213,5.0,Great product,Product worked better than expected! I’ve read reviews on many eyebrow pens like this on amazon and Sephora and this one had the best reviews so I went with this one. Glad I did. Product applies smoothly and stays put!,Complete Brow Kit
214,5.0,Smudge proof and long lasting.,"Love this eyebrow pencil! Comes with eyebrow stencils, so easy to use and long lasting. Will definitely buy and use again.",Complete Brow Kit
215,5.0,Perfect to add to my routine,"Easy to use, has great angle for making realistic strokes.",Beginner Friendly Use
216,5.0,Amazing!,Absolutely love this product! I’m sold and will continue to buy!!! ❤️,Product Dryness Issues
217,1.0,Not waterproof or smudge proof during workouts,"I gave a rating of one star for MOISTURE WICKING and SMUDGE PROOF because it listed as waterproof and perfect for wearing to workout and would not smudge or run even with sweatiest workouts. It is not waterproof, it does not stay during heavy sweaty workouts nor light sweat workouts. It is great if you wear it during the day and/or night that don’t involve intense or moderate gym workouts. I wear it outside of the gym but have to add a darker shade of brown eyebrow powder over the eyebrow pen because the color is a reddish brown and I am a dark brown.",Product Dryness Issues
218,5.0,AWESOME!,Very good purchase i would definitely recommend. Very easy to use and definitely worth the buy! thanks!,Beginner Friendly Use
219,5.0,nice product,Great product. I had  my microbladed eyebrows touched up and she used a different color which was a disaster. I bought this item to help until I can get them fixed. Love the color (chestnut) easy to use and lasts. I will buy this item again,Complete Brow Kit
220,5.0,Good product,Works really well!,Product Drying Out
221,5.0,Superior product!,"LOVE this product. I’ve tried at least 10 different brow pencils/pens and none have worked for one reason (or more) in most cases. Appreciate they include tweezers, razor and shape guides. Will 100% buy again.",Complete Brow Kit
222,5.0,Keep doing the best product,I like this product is easy to use and stay longer in it,Product Drying Out
223,5.0,My favorite!!,"I absolutely love this product, true to what it says,I get so many compliments ❤😊",Complete Brow Kit
224,1.0,The color wasn’t right and didn’t work good,It’s. Wasn’t good like people said and a waste of $10 didn’t even work good,Color Matching Issues
225,5.0,Very Nice.,As soon as I received my package I had to try it. It was very easy to use and I find it to be smudge-proof. I really like it.,Complete Brow Kit
226,1.0,This produce does not flow out of the pen well at all and looks very fake on,"This produce does not flow out of the pen well at all and looks very fake on.  I've only had it for a couple of weeks and now i cant get anything out of the pen, its either empty or just dried up.  Do not waste your money!",Product Drying Out
227,5.0,I’m so new!,I’m soooo new to the eyebrow world and this kit def makes it easier.. love how it includes stencils!!,Complete Brow Kit
228,5.0,Looks just like micro blading,"Best eyebrow makeup ever!! Does not smudge, looks like you’re not even wearing makeup. The dark grey color is perfect for my dark brown eyebrows.",Complete Brow Kit
229,1.0,Honest review,The lines weren’t consistent when you try to stroke them on your eyebrow. Then it would smudge and disappear.,Complete Brow Kit
230,5.0,Perfect drawn eyebrows!!!,Purchased the Chestnut and it was a perfect match!!  Love how it glides on. I hardly have any eyebrows but after using this pen you would not have known!!  Also love the cute pink tweezers and shaver!!  Highly recommend this product!,Complete Brow Kit
231,1.0,Sorry..,It's a cheap marker.,Product Not As Described
232,1.0,This was a horrible product! It was dried out .  this is the first bad review I have ever written …,"Was horrible… dried out did not work would not recommend this product. It was inexpensive, so I guess get what you pay for . I still have package I may just send it back . Two thumbs down….",Product Drying Out
233,5.0,Great brow pen,"Excellent brow pen. I was able to add natural looking thickness to my brows using this product easily. It comes with tweezers, razor, and brow stencil but I honestly haven't used them. I'm just using the brow pen alone and love my results.",Complete Brow Kit
234,5.0,"Easy to use, reliable product",I love this microblading eyebrow pen; easy to use and looks natural :),Complete Brow Kit
235,5.0,So easy to use and no smudging!,So easy to draw a perfect eyebrow that I wanted.,Complete Brow Kit
236,5.0,Great product for the price,Works great!,Value for Money
237,5.0,Great Product,This is a great product.  It does exactly what it says it does.  Gives natural looking definition and goes on very easily.,Complete Brow Kit
238,5.0,Very good!,"It is a very good product, I will recommend!",Value for Money
239,5.0,Su versatilidad.,"En vez de usar lapices para las cejas,  lo uso para acentuar el tono y la forma de las mias. Muy facil de usar y sobre todo muy natural!",Complete Brow Kit
240,5.0,Fantastic!,"I really like this product. There is a learning curve to applying it but once you get the hang of it it’s great. The color is right on and it lasts! Don’t be too heavy handed, light strokes go a long way to keeping the color even and not splotchy. I’m between a medium brown and dark brown. I usually go for a darker brown because often a lighter brown takes a reddish tone on me. The chestnut is perfect for me!",Complete Brow Kit
241,5.0,Great product!,This is a great buy! Love the way it makes my eyebrows look!,Complete Brow Kit
242,5.0,Very durable,Easy to apply.,Long Lasting Wear
243,5.0,Easy to use A++,Easy to use A++,Beginner Friendly Use
244,5.0,love it,Easy to use. Good!,Beginner Friendly Use
245,5.0,Great product,Great product! I would rebuy it again and definitely recommend it !,Complete Brow Kit
246,2.0,Not very easy to put on,It’s ok. Not near as easy to put on as it’s made to look,Application Difficulties
247,5.0,Great product!,It’s great product. It also shipped quickly.,Complete Brow Kit
248,3.0,In theory a great product...,"I bought this on a lightning deal and thought, hey why not?<br /><br />Item came quick and packaging was nice. In addition to the pen there was a few stencils and an eyebrow shaver. All I've used so far is the pen so ill rate on just that.<br /><br />1. Color. I chose chestnut thinking it would be okay. Nope. I shoulda went darker. You can tell the difference in the last photo where I am wearing glasses. Go darker ladies!<br /><br />2. Pen application. Definitely easy to apply and correct if you make a mistake. A lot faster as well since there are three points.<br /><br />3. Waterproof. Nope. The first pic of my eyebrows was before a shower. The second is after the shower and no trace of the pen can be found.<br /><br />Overall - I'd still get it if they fixed the ""waterproof"" issue. Otherwise, be sure to check the color. My previous pens were always a ""dark brown"" and I thought this would be the same.",Color Accuracy Concerns
249,5.0,Easy to use!,Very natural looking<br />I feel like I have eyebrows again,Complete Brow Kit
250,5.0,Great product!,I actually  really like this! It works great. And super easy to use! And that says alot coming from me lol,Beginner Friendly Use
251,4.0,Gracias amazon su calidad es muy buena,Muy bueno la pinta muy bien,Value for Money
252,5.0,Best Thing Ever,I love this eyebrow pen. I was going to get microblading.  After the cost and horror stories. I tried this pen. Used before the gym and in the pool. It did not smudge. I will be buying more of them. Im happy the reviews I read were actually true. Great product,Complete Brow Kit
253,5.0,Great buy!,I bought this product for my wife. She loves how long it last and how natural it looks. Great buy!,Complete Brow Kit
254,2.0,Good for 1 use,This lasted for 1 use and dried out immediately. The only reason it got 2 stars is because of the longevity,Product Drying Out
255,5.0,Great product!!,"Great product, lots of extras!",Kit Completeness Accessories
256,3.0,Strange color,"I like how easy this is to use and the fact that it stays on until you wash it off.  I do not like the color, I would describe it as red, not brown.",Color Accuracy Concerns
257,5.0,Great!,I love the way it goes on.. Stays on without smudging!,Complete Brow Kit
258,1.0,Application iffy and difficult,"Ink does not flow very well and when shaken to move liquid down, splatters everywhere",Application Difficulties
259,5.0,Awesome product for price!,This is the best product! Love how easy it goes on and color matched up perfect! Can wear all day long without smudging!  Will definitely buy again! ❤️,Complete Brow Kit
260,5.0,Finally found it!,I have been looking for quite a long time to find a product that I could use like this one. It is exactly what I have wanted. It is easy to apply and fills in without my brows looking fake.  A light touch to the skin is all it needs. It is also easy to remove in the evening.  The tube size is also easier to handle than a very thin one.,Complete Brow Kit
261,5.0,Good quality,Great product,Value for Money
262,5.0,Eyebrows pen,This goes on easy and looks great. I love it.,Complete Brow Kit
263,5.0,Easy to use and last long all day!,"It’s very easy to use, it last long for the day. Even after my sweaty workout!",Long Lasting Wear
264,5.0,Amazing eyebrow pencil!,"1st impressions: I love it! I'm not sure how long my eyebrows will last yet, and I'm not sure how long the product itself will last, but like I said so far, I'm very pleased with this purchase and will probably continue purchasing this instead of my Anastasia Beverly Hills pencil",Complete Brow Kit
265,5.0,Lo recomiendo un 100%,"Me gusto mucho . Excelente producto, fácil de utilizar . A prueba de agua . Lo recomiendo un 100%",Value for Money
266,1.0,A waste of money,I used it one time only and the pen dried out immediately. Also the brush is very soft so it bents easily not allowing you to do a hair design. Overall don't waist your money.,Product Drying Out
267,5.0,Great Product!,This is great! The kit comes with all you need. Ensure you match your color correct and you will be fine. The pen has these tips that if you stork your eyebrow it fills up nice!,Complete Brow Kit
268,5.0,Great brow filler,Love this product fills in eyebrows and stays,Complete Brow Kit
269,5.0,highly recommend,I over plucked my eyebrows In the 90's and it never grew back.  I absolutely love this product! Super simple for someone who never has drawn or played with her eyebrows since the over plucking.  It matches the color described as well.,Complete Brow Kit
270,5.0,"Perfecto ,lo q buscaba","[[VIDEOID:fccba0f8b317cfab4c0c3a56fb232faf]] Viene con un perfilador de cejas y 3 auxiliares de forma de ceja ,feliz con mi compra",Kit Completeness Accessories
271,5.0,Excellent,I loved the product. And highly recommended,Value for Money
272,5.0,Love this- only thing that works for me!!,Absolutely love this product! I've had bare spots in my eyebrows for awhile and haven't been able to find ANYTHING that works until now! It doesn't smudge and fills in the bare spots. It is so easy to put on as well. Definitely recommend and will buy again!,Complete Brow Kit
273,5.0,So easy to use!,This brow pen is so easy to use and is perfect for sparse brows.  The pen leaves subtle strokes that don't look so obvious like other pens do.  Love it!!,Complete Brow Kit
274,5.0,Just as expected,"Recently received my order for the Microblade Tat Pen, and could not wait to use it!  it is absolutely wonderful!! works just as described and as expected.  Much cheaper then the hundreds of dollars it cost for the actual microblading process itself! Would 100% recommend and will definitely order again!",Complete Brow Kit
275,5.0,Complete package for great eyebrows!!!!,"That it was easy to use and came along with eyebrow stencils and a pair or tweezers in a cute bag.  Thank you for the product, I love it!!!  Will buy more once I run out!!!",Complete Brow Kit
276,5.0,Natural,I liked this product. It gives a bold and yet natural look. The microblading pen also comes with an eyebrow stencils and a razor. great products for a great price.  This eyebrow pen is a must have in the cosmetic bag.,Complete Brow Kit
277,5.0,Must have,Amazing product!!! Thank you guys so much! 💕💕💕,Complete Brow Kit
278,5.0,Great item,Nice product. Easy to use and good quality.,Beginner Friendly Use
279,1.0,I don’t recommend,"Worked the first time I used it, was ok- then the next time, which was the next day, it didn’t work, could not get any liquid to come out except in a few clots- do not recommend",Beginner Friendly Use
280,5.0,Glam Glam,Love this product!! Very east to use & my brows look amazing!! I ordered dark brown & plan to order black. Great price too!! Highly recommend this product!!,Complete Brow Kit
281,5.0,Product,This product is the real deal and so easy to use!!! Love it!!!,Complete Brow Kit
282,5.0,Great buy,Really good product.  Just used it!! So happy I bought it!,Complete Brow Kit
283,3.0,"Eyebrow pencil is too watery, just like a marker","Eyebrow pencil is like a marker, very watery.",Complete Brow Kit
284,5.0,great value,Love this product and it came with stencils which make it way helpful to color in eyebrows and a eyebrow brush. That in itself was worth the cost of the product. I want to buy another one a shade darker as well. Easy to apply and the application dried quickly so it won't smudge.,Complete Brow Kit
285,5.0,THE BEST!!!,THE BEST!!!! Easy to use lasted all day!!! Will buy again for sure!!!,Long Lasting Wear
286,5.0,Happy,Haven’t tried it but I can’t wait till I do,Beginner Friendly Use
287,5.0,Smudge proof!,I love this product. It is smudge proof and the strokes really looks like eyebrow hairs. So natural looking!,Complete Brow Kit
288,5.0,Lasts for 2 days!,"I love this eyebrow pen. It took me a few tries to nail down the right angle for my brows, but now that I have it I love it! It looks very natural, and it is indeed smudge proof! And it lasts two days, which is great! Would highly recommend to anyone. PS I am a light blonde naturally so my brows are pretty light, and the brown is a good color for me.",Complete Brow Kit
289,5.0,Brows,Easy to use,Complete Brow Kit
290,5.0,Brow Product,Amazing !,Complete Brow Kit
291,1.0,Save your money!,Very disappointed in this product. You have to press hard in order for it to make “hair like” strokes.,Complete Brow Kit
292,5.0,So glad I got this!!,I absolutely love this product. It was super easy to use and once it’s completely dry it’s pretty much so much proof. However I don’t touch my eyebrows ever so not sure why they would so much. I’m definitely going to try it during a work out when I’m sweating and see what happens. I have really dark hair with red highlights and chose the chestnut brown and it’s a perfect match.,Complete Brow Kit
293,5.0,I love this brow pencil!,I love this pen! It helps my brows stay put without them moving or smudging! And I love all the brow tools you get with it! I will be purchasing again!,Complete Brow Kit
294,5.0,eyebrow tattoo pen,Easy to use and I like the diagram to guide you to draw the eyebrow.<br />shipment was fast.,Complete Brow Kit
295,5.0,Definitely recommend,This makes my eyebrows look so natural !! Also I got 3 eyebrow shapers that came with my eyebrow pen.,Complete Brow Kit
296,5.0,Easy to use and doesn't smudge,Excellent product compared to others that I've used.  Application is easy and it dries fast so you don't have to worry about it smudging.  My eyebrows are non existent so this gives me natural darker eyebrows.,Complete Brow Kit
297,5.0,Natural looking eyebrow color,I love the color. It matches my hair color and complexion.,Complete Brow Kit
298,1.0,Dried up,The pen dried up within two uses even tho I used the cap,Product Drying Out
299,5.0,eyebrow tattoo pen,Easy to use and I like the diagram to guide you to draw the eyebrow.<br />shipment was fast.,Complete Brow Kit
300,5.0,Good product,I liked that it came with all the items that it said it would. I got a #1 it is a little bit light but they say black isn’t for melanin eyebrows so I’ll deal with it. The product was easy to use and after use it makes your brows look as if you just got them microbladed,Complete Brow Kit
301,5.0,Wow eyebrows,"Great product, I now have eyebrows",Complete Brow Kit
302,5.0,easy and quick method,"Not only is it easy to use, the package came with many items that bring the value way over the $9.99 that was the charge.",Included Bonus Tools
303,5.0,Just get it,"I'm excited about this, I have pretty nice eyebrows but a few little spot needed help.This completely did the trick.Super easy to use.",Complete Brow Kit
304,5.0,So precise and simple to use.,I just received my eyebrow pen and tested it on my hand first. The tip is so precise yet soft and gentle to the touch. I waited barely 20 seconds before rubbing my finger over it and it didn't smear or change precision effect. This is definitely going to save me time perfecting my brows each morning.,Complete Brow Kit
305,5.0,Easy to use,"I love it, it was easy to use and I got very good results.",Beginner Friendly Use
306,5.0,Lasts all Day!,"This product is exactly what I’ve been looking for. It stays on all day, is easy to use and smudge proof! Just have to have a steady hand :)",Complete Brow Kit
307,1.0,Eyebrow,Complete waste of money,Complete Brow Kit
308,3.0,Huge disappointment,This product does not apply in perfect lines- so I consider the application to not be smudge proof. It is frustrating and so it isn’t easy to use. I won’t reorder or recommend,Application Difficulties
309,5.0,Looks real,Best eyebrow product I have ever used stays put looks good recommend everyone,Complete Brow Kit
310,5.0,Natural looking,"Easy to use, filled out my brows naturally!",Complete Brow Kit
311,5.0,Great eyebrow pen,Application is easy and much better than Maybelline version in my opinion,Complete Brow Kit
312,5.0,Finally have eyebrows!,Found this product to be easy to use and finally gave me the opportunity to have a full eyebrow!  Color also was very good that matched my hair color perfectly!,Complete Brow Kit
313,1.0,does not have enough ink ...,👎🏼👎🏼👎🏼👎🏼👎🏼 I don’t like !,Product Drying Out
314,5.0,stays on SO WELL,I have Trichotillomania and pull my eyebrows out without really thinking about it and this stuff does not smudge easy. i’m able to go the whole day with in tact eyebrows. it’s like magic how well it stays.,Complete Brow Kit
315,5.0,Good value,I expected it to be more of a pencil but it was like a marker. Still works well and is a good shade & value.,Value for Money
316,5.0,LOVE IT!!!,I love this pen!!! Actually makes it took like I have natural eyebrows!!,Complete Brow Kit
317,5.0,All day smudge proof color,"Great product, stays on all day! No smudging, good color, it even colors the gray!",Long Lasting Wear
318,5.0,Worth the money,Very easy to use. Everything you need is in the package and the flexible stencils make it easy to have even eyebrows.,Complete Brow Kit
319,5.0,Cool Product!,"This is the first time I ever bought an eyebrow pencil and it's pretty easy to use with practice. It seems to stay on well over several face washing. I'm not an expert with it yet but with the shape guides that are included, I expect to be soon!",Complete Brow Kit
320,5.0,I have eyebrows again!,Pleasantly surprised. This product produced very long lasting hair like eyebrows. I am very pleased.,Complete Brow Kit
321,5.0,Easy to use and looks natural,"This product is so amazing! I've used numerous types of brown defining products from pencils to gels and this by far is the most precise, smudge proof and natural looking one.",Complete Brow Kit
322,5.0,This pen is great!,"I am loving this eyebrow pen! I used it two days ago but you can’t tell, both brows still look great. I was even out in the sun all day and had 0 smudges. My natural brows are practically nonexistent, so I was concerned the pen might look too fake, but they look as natural as they do with other pencils that smudge and wear off quickly. I’m VERY happy with this product and will be ordering again!",Complete Brow Kit
323,4.0,Like how easy this is to use. Smudge free.,"I've only used this twice but so far I'm really liking it. I like the 3 eyebrow stencils they send in the package so you can pick how you want your brows to look. It's a little awkward at first trying to do both eyebrows the same but I finally got it. The color doesn't smudge or clump and I really like that. Once you get it on its not going anywhere. 'm not real crazy about the little tweezers. They work good but be very careful. I've pinched my skin a couple of times because they get so close. The little comb is not the best, not real sure how to use it other than comb your brows. It's a little rough. Overall I LOVE how the color goes on your brows.",Complete Brow Kit
324,1.0,Does not work like advertised at all,Product is a joke. Nothing comes out of the pen rip off,Product Not As Described
325,5.0,ALL LINED UP & READY TO GO,"Finally! While a lot of women have sparse eyebrows, menopause completely took mine away.  I've spent years using waterproof eyebrow pencils, pomades and She-lac to keep them on my face for a few days.  While I've accomplished keeping my eyebrows for up to a week with minimal touch ups, they were too opaque and unnatural looking (though they did give a nice finish to my face.)  But these pens are now my saving grace. I use a stencil to put on some waterproof pomade and let it set for a few moments.  Then I take this pen in a color just slightly darker than the pomade and put in the hair marks lightly and voila, there you have it.  My eyebrows now look more dimensional and realistic.  So now I'm all lined up and ready to go anywhere (even swimming).  Thank heaven.",Complete Brow Kit
326,5.0,Great eyebrow pencil,I'm happy with this eyebrow pencil. It works the way I had hoped. It fills in my brows and looks more like hairs than drawn-on eyebrows. I'll definitely buy it again.,Complete Brow Kit
327,4.0,I highly recommend.,The good point of this pen is staying so long and not wipe off easily.,Long Lasting Wear
328,5.0,In love,"Excellent product. Hair lining is very natural. The color is sober, it is very fast and easy to use. I am very picky with my eyebrows and I recommend this pen blindly.",Complete Brow Kit
329,5.0,Easy eye brow fix!,Amazing worked first time with no issues and had great results!,Complete Brow Kit
330,1.0,Dumb product! Not what I expected!,Pen dried up after 3rd use. Don't waste your money. Just go get micro bladed already!!,Product Drying Out
331,5.0,Great eyebrow pencil,I'm happy with this eyebrow pencil. It works the way I had hoped. It fills in my brows and looks more like hairs than drawn-on eyebrows. I'll definitely buy it again.,Complete Brow Kit
332,5.0,Easy to Use,"This product is easy to use, smudge proof, and the eyebrow stencil are great.",Complete Brow Kit
333,5.0,"Affordable, easy-to-use product!",This product is amazing and affordable! It adds dimension and color to my eyebrows without looking fake. Will definitely be ordering again!,Complete Brow Kit
334,5.0,Good purchase,"Received this product today, and I am very happy with the results so far. The only bummer was that I did not receive the tweezers however that is not a big deal. Still very pleased with this product.",Complete Brow Kit
335,3.0,Just ok,Ok. Colors the existing brows. Bit doesn’t really work as advertised,Complete Brow Kit
336,5.0,Great product,Works great!! Easy to use. Looks natural!!,Complete Brow Kit
337,5.0,Takes some practice toget the hang of but it really works,"This is great, it takes a little while to get the hang of and it can build up to be pretty dense color. All in all I like it",Beginner Friendly Use
338,5.0,Great product!,I love it,Kit Completeness Accessories
339,5.0,Yes!! Found it !,"This eyebrow pen is awesome ! Perfect definition, love it ! Recommend it!",Complete Brow Kit
340,5.0,Love!,"Absolutely love this eyebrow pen. It looks natural and matched my brows pretty well. I am always looking for a natural looking brow pen, and this has worked perfect.",Complete Brow Kit
341,5.0,Great Product!,I needed an eyebrow filler ASAP and this item shipped in no time. I like that it's small and even came with a couple of gifts.,Complete Brow Kit
342,5.0,Everything I need,I can’t believe all the items that come with this product and a great price too! I am new to defining my brows and confident that everything I need is right here.  Very happy with this product.,Complete Brow Kit
343,4.0,directions for use,The directions were impossible to read.  Too Small print then stamped on top of the words!!! Liked product when I figured out how to use,Application Difficulties
344,5.0,Color Chestnut,Love it! I love how light weight and non sticky the product is. The color is just as I expected and the applicator is so easy to use. You can easily make them light to dark depending on what you want.,Beginner Friendly Use
345,5.0,Great product,Worked so good.,Complete Brow Kit
346,5.0,Fast shipping!,Just what I needed!,Kit Completeness Accessories
347,5.0,Just what I need,This is perfect for a very reasonable price,Value for Money
348,5.0,Great product!,Fantastic! Tried it on my hand and it wouldn’t budge. Looks great and natural!,Complete Brow Kit
349,5.0,Excellent,Excellent pen! And it really looks like hairs on your brows! I would have order a darker brown!,Complete Brow Kit
350,5.0,Love the Natural Eyebrow Effect,"Wanted to try out the whole eyebrow pen trend but didn't want to spend a crazy amount of money of some of the pricier options so I opted to try out this one. And let me tell you I was not disappointed at all! Although it may take a bit adjusting once you get the hang of it, it gives such full but natural eyebrow effect. Also having a job that has me running around and sweating like crazy I can say that this doesn't smudge off nor runs. The extra goodies also help in maintaining clean and nice looking eyebrows. So go ahead and give this a try! :)",Complete Brow Kit
351,5.0,Great Product,I liked how easy it was to use.,Beginner Friendly Use
352,1.0,"LOL...no, this does not work","It's a marker....that melts and runs into your eyes when you sweat. I'm in Arizona and it is 115 degrees right now. I was hoping this would work. Honestly did not like how it applies...its like a thin marker. Doesn't really cover grey eyebrows or look realistic on areas that need filling in. I requested a refund but they also want me to send it back. I am not sure why, it's been used but ok, I will send it back. LOL..I do not recommend!!",Complete Brow Kit
353,5.0,Great eyebrow pen!,"Recently purchased Magic Flower liquid eyebrow pen and I absolutely love it. Due to a Medical condition, I no longer have eyebrows and this  pen draws them in nicely and realistically! No smudging! I will definitely purchase this again!",Complete Brow Kit
354,5.0,Natural look,This tattoo pen is great because it looks very natural when I fill in my brows and therefor saves me a ton of time in the morning. 👍🏼,Complete Brow Kit
355,5.0,Exactly what I needed!,"FINALLY a brow product that I LOVE! This product is super easy to use, stays on ALL DAY, doesn't smudge and is the perfect answer to my fading and sparse brows.  Love it!",Complete Brow Kit
356,5.0,easy brow pen,I have looked for a lot of brow liners and this one is by far the best. It's so easy to use and the brow looks so natural! Love it!,Complete Brow Kit
357,5.0,great,Great product,Complete Brow Kit
358,5.0,Works great!,Love this product!,Product Drying Out
359,5.0,Special eyebrows,So easy and fun to use!,Complete Brow Kit
360,5.0,AMAZING PRODUCT,"I have always wanted full natural brows but mine are super thin and whenever I used different types of makeup brow kits, I ended up looking awful- but since I got the Music Flower Fine Sketch I fell back on love with my brows. Easy steps to follow, easy application and super durable!",Complete Brow Kit
361,5.0,All day wear,Great precision and all day wear!,Long Lasting Wear
362,5.0,No eyebrows no problem,Love this microblading pen! Its actually the only kind I've use for the past 2years. Don't bother any more with the powders or sticks. This is easier and better looking!,Complete Brow Kit
363,1.0,Bad product.,This product lasted about 1 week.  Dried out. Very disappointed.,Product Drying Out
364,5.0,Easy to use,Product was easy to use and quite effective.<br />Easy to touch up if error made.,Beginner Friendly Use
365,5.0,I love love love it!,"I tried this product at my nieces house and loved it.  We went water rafting, was in the water all day. Went home, showered and still had my eyebrows defined the next day, to the point that when i came home my daughter noticed them!!!",Complete Brow Kit
366,5.0,Who does your brows?,"THE BEST EYEBROW PENCIL EVER!!!!!<br /> It took a couple times to apply correctly but once I conquered the correct angle it’s a breeze. I get tons of positive comments about how perfect my eyebrows are from total strangers who want to know where I get them done….I tell them I do them myself, they are surprised so I tell them about the tat 🖊 pencil~ I have probably sold dozens, I should be their spokeswoman!",Complete Brow Kit
367,1.0,Terrible eye brow pen,Terrible eyebrow pen.  Hard to apply...not enough product on end to apply.  Product to light.  What was i thinking. Will not order again.  Wish I had my money back.,Complete Brow Kit
368,3.0,No queda tan natural como lo ponen en la foto,"No queda como te muestra en las fotos, sinembargo lo uso.",Application Difficulties
369,5.0,Quality,Easy to use great product!,Beginner Friendly Use
370,5.0,Pen makes it easy to get perfect brows.,I love this product! It makes it so easy to get your eyebrows looking just right. I'll only be using this from now on.,Complete Brow Kit
371,5.0,Very good buy,Easy to use and a little goes a long way. No need to press hard. Dries quick and lasts all day. I wash my face twice a day so that may affect how long it will last on me. As some one who has always had blonde (barely noticeable) eyebrows it is nice to finally look natural again. Will definitely buy again.,Complete Brow Kit
372,5.0,Goes on easily and stays on!,"Great product! I’ve tried lots of eyebrow pencils, gels, and powders and they usually slide off before the end of the day or end up with a weird fuzzy/cakey look when they dry. This one is different! Goes on easily and stayed on perfectly in 90 degree weather at the pool. Haven’t yet tried the bonus products that came with it, but the pen itself gets ⭐️⭐️⭐️⭐️⭐️",Complete Brow Kit
373,2.0,Ran out quickly like a cheap marker,The product works but it ran out after only two weeks. Not worth it.,Product Drying Out
